year,month,year_month,state,state_code,e2w_registrations,total_2w_registrations,data_source,date,ev_penetration_pct
2023,7,2023-07,Karnataka,KA,9797,140656,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-07-01,6.97
2023,8,2023-08,Karnataka,KA,10570,151761,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-08-01,6.96
2023,9,2023-09,Karnataka,KA,11344,162865,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-09-01,6.97
2023,10,2023-10,Karnataka,KA,13535,194328,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-10-01,6.97
2023,11,2023-11,Karnataka,KA,13148,188776,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-11-01,6.96
2023,12,2023-12,Karnataka,KA,10828,155462,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-12-01,6.97
2024,1,2024-01,Karnataka,KA,12998,138806,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-01-01,9.36
2024,2,2024-02,Karnataka,KA,13518,144358,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-02-01,9.36
2024,3,2024-03,Karnataka,KA,16465,175820,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-03-01,9.36
2024,4,2024-04,Karnataka,KA,12479,133253,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-04-01,9.36
2024,5,2024-05,Karnataka,KA,12132,129552,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-05-01,9.36
2024,6,2024-06,Karnataka,KA,12652,135104,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-06-01,9.36
2024,7,2024-07,Karnataka,KA,13172,140656,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-07-01,9.36
2024,8,2024-08,Karnataka,KA,14212,151761,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-08-01,9.36
2024,9,2024-09,Karnataka,KA,15252,162865,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-09-01,9.36
2024,10,2024-10,Karnataka,KA,18198,194328,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-10-01,9.36
2024,11,2024-11,Karnataka,KA,17678,188776,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-11-01,9.36
2024,12,2024-12,Karnataka,KA,14558,155462,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-12-01,9.36
2025,1,2025-01,Karnataka,KA,12651,138806,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-01-01,9.11
2025,2,2025-02,Karnataka,KA,13157,144358,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-02-01,9.11
2025,3,2025-03,Karnataka,KA,16024,175820,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-03-01,9.11
2025,4,2025-04,Karnataka,KA,12145,133253,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-04-01,9.11
2025,5,2025-05,Karnataka,KA,11807,129552,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-05-01,9.11
2025,6,2025-06,Karnataka,KA,12313,135104,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-06-01,9.11
2025,7,2025-07,Karnataka,KA,12819,140656,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-07-01,9.11
2025,8,2025-08,Karnataka,KA,13831,151761,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-08-01,9.11
2025,9,2025-09,Karnataka,KA,14843,162865,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-09-01,9.11
2025,10,2025-10,Karnataka,KA,17711,194328,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-10-01,9.11
2025,11,2025-11,Karnataka,KA,17205,188776,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-11-01,9.11
2025,12,2025-12,Karnataka,KA,14169,155462,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-12-01,9.11
2020,1,2020-01,Kerala,KL,133,56273,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-01-01,0.24
2020,2,2020-02,Kerala,KL,138,58523,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-02-01,0.24
2020,3,2020-03,Kerala,KL,168,71279,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-03-01,0.24
2020,4,2020-04,Kerala,KL,128,54022,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-04-01,0.24
2020,5,2020-05,Kerala,KL,124,52521,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-05-01,0.24
2020,6,2020-06,Kerala,KL,129,54772,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-06-01,0.24
2020,7,2020-07,Kerala,KL,135,57023,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-07-01,0.24
2020,8,2020-08,Kerala,KL,145,61525,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-08-01,0.24
2020,9,2020-09,Kerala,KL,156,66026,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-09-01,0.24
2020,10,2020-10,Kerala,KL,186,78782,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-10-01,0.24
2020,11,2020-11,Kerala,KL,181,76531,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-11-01,0.24
2020,12,2020-12,Kerala,KL,149,63025,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-12-01,0.24
2021,1,2021-01,Kerala,KL,699,56273,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-01-01,1.24
2021,2,2021-02,Kerala,KL,727,58523,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-02-01,1.24
2021,3,2021-03,Kerala,KL,885,71279,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-03-01,1.24
2021,4,2021-04,Kerala,KL,671,54022,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-04-01,1.24
2021,5,2021-05,Kerala,KL,652,52521,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-05-01,1.24
2021,6,2021-06,Kerala,KL,680,54772,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-06-01,1.24
2021,7,2021-07,Kerala,KL,708,57023,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-07-01,1.24
2021,8,2021-08,Kerala,KL,764,61525,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-08-01,1.24
2021,9,2021-09,Kerala,KL,820,66026,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-09-01,1.24
2021,10,2021-10,Kerala,KL,978,78782,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-10-01,1.24
2021,11,2021-11,Kerala,KL,950,76531,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-11-01,1.24
2021,12,2021-12,Kerala,KL,783,63025,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-12-01,1.24
2022,1,2022-01,Kerala,KL,3000,56273,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-01-01,5.33
2022,2,2022-02,Kerala,KL,3120,58523,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-02-01,5.33
2022,3,2022-03,Kerala,KL,3800,71279,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-03-01,5.33
2022,4,2022-04,Kerala,KL,2880,54022,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-04-01,5.33
2022,5,2022-05,Kerala,KL,2800,52521,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-05-01,5.33
2022,6,2022-06,Kerala,KL,2920,54772,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-06-01,5.33
2022,7,2022-07,Kerala,KL,3040,57023,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-07-01,5.33
2022,8,2022-08,Kerala,KL,3280,61525,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-08-01,5.33
2022,9,2022-09,Kerala,KL,3520,66026,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-09-01,5.33
2022,10,2022-10,Kerala,KL,4200,78782,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-10-01,5.33
2022,11,2022-11,Kerala,KL,4080,76531,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-11-01,5.33
2022,12,2022-12,Kerala,KL,3360,63025,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-12-01,5.33
2023,1,2023-01,Kerala,KL,4189,56273,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-01-01,7.44
2023,2,2023-02,Kerala,KL,4357,58523,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-02-01,7.44
2023,3,2023-03,Kerala,KL,5307,71279,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-03-01,7.45
2023,4,2023-04,Kerala,KL,4022,54022,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-04-01,7.45
2023,5,2023-05,Kerala,KL,3910,52521,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-05-01,7.44
2023,6,2023-06,Kerala,KL,4078,54772,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-06-01,7.45
2023,7,2023-07,Kerala,KL,4245,57023,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-07-01,7.44
2023,8,2023-08,Kerala,KL,4580,61525,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-08-01,7.44
2023,9,2023-09,Kerala,KL,4916,66026,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-09-01,7.45
2023,10,2023-10,Kerala,KL,5865,78782,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-10-01,7.44
2023,11,2023-11,Kerala,KL,5698,76531,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-11-01,7.45
2023,12,2023-12,Kerala,KL,4692,63025,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-12-01,7.44
2024,1,2024-01,Kerala,KL,5633,56273,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-01-01,10.01
2024,2,2024-02,Kerala,KL,5858,58523,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-02-01,10.01
2024,3,2024-03,Kerala,KL,7135,71279,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-03-01,10.01
2024,4,2024-04,Kerala,KL,5407,54022,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-04-01,10.01
2024,5,2024-05,Kerala,KL,5257,52521,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-05-01,10.01
2024,6,2024-06,Kerala,KL,5482,54772,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-06-01,10.01
2024,7,2024-07,Kerala,KL,5708,57023,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-07-01,10.01
2024,8,2024-08,Kerala,KL,6158,61525,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-08-01,10.01
2024,9,2024-09,Kerala,KL,6609,66026,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-09-01,10.01
2024,10,2024-10,Kerala,KL,7886,78782,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-10-01,10.01
2024,11,2024-11,Kerala,KL,7660,76531,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-11-01,10.01
2024,12,2024-12,Kerala,KL,6309,63025,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-12-01,10.01
2025,1,2025-01,Kerala,KL,5482,56273,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-01-01,9.74
2025,2,2025-02,Kerala,KL,5701,58523,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-02-01,9.74
2025,3,2025-03,Kerala,KL,6944,71279,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-03-01,9.74
2025,4,2025-04,Kerala,KL,5263,54022,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-04-01,9.74
2025,5,2025-05,Kerala,KL,5116,52521,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-05-01,9.74
2025,6,2025-06,Kerala,KL,5336,54772,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-06-01,9.74
2025,7,2025-07,Kerala,KL,5555,57023,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-07-01,9.74
2025,8,2025-08,Kerala,KL,5994,61525,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-08-01,9.74
2025,9,2025-09,Kerala,KL,6432,66026,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-09-01,9.74
2025,10,2025-10,Kerala,KL,7675,78782,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-10-01,9.74
2025,11,2025-11,Kerala,KL,7455,76531,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-11-01,9.74
2025,12,2025-12,Kerala,KL,6140,63025,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-12-01,9.74
2020,1,2020-01,Madhya Pradesh,MP,82,82533,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-01-01,0.1
2020,2,2020-02,Madhya Pradesh,MP,85,85834,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-02-01,0.1
2020,3,2020-03,Madhya Pradesh,MP,104,104542,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-03-01,0.1
2020,4,2020-04,Madhya Pradesh,MP,78,79232,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-04-01,0.1
2020,5,2020-05,Madhya Pradesh,MP,76,77031,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-05-01,0.1
2020,6,2020-06,Madhya Pradesh,MP,80,80332,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-06-01,0.1
2020,7,2020-07,Madhya Pradesh,MP,83,83633,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-07-01,0.1
2020,8,2020-08,Madhya Pradesh,MP,89,90236,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-08-01,0.1
2020,9,2020-09,Madhya Pradesh,MP,96,96839,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-09-01,0.1
2020,10,2020-10,Madhya Pradesh,MP,114,115546,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-10-01,0.1
2020,11,2020-11,Madhya Pradesh,MP,111,112245,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-11-01,0.1
2020,12,2020-12,Madhya Pradesh,MP,92,92437,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-12-01,0.1
2021,1,2021-01,Madhya Pradesh,MP,430,82533,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-01-01,0.52
2021,2,2021-02,Madhya Pradesh,MP,447,85834,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-02-01,0.52
2021,3,2021-03,Madhya Pradesh,MP,545,104542,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-03-01,0.52
2021,4,2021-04,Madhya Pradesh,MP,413,79232,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-04-01,0.52
2021,5,2021-05,Madhya Pradesh,MP,401,77031,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-05-01,0.52
2021,6,2021-06,Madhya Pradesh,MP,419,80332,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-06-01,0.52
2021,7,2021-07,Madhya Pradesh,MP,436,83633,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-07-01,0.52
2021,8,2021-08,Madhya Pradesh,MP,470,90236,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-08-01,0.52
2021,9,2021-09,Madhya Pradesh,MP,505,96839,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-09-01,0.52
2021,10,2021-10,Madhya Pradesh,MP,602,115546,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-10-01,0.52
2021,11,2021-11,Madhya Pradesh,MP,585,112245,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-11-01,0.52
2021,12,2021-12,Madhya Pradesh,MP,482,92437,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-12-01,0.52
2022,1,2022-01,Madhya Pradesh,MP,1846,82533,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-01-01,2.24
2022,2,2022-02,Madhya Pradesh,MP,1920,85834,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-02-01,2.24
2022,3,2022-03,Madhya Pradesh,MP,2338,104542,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-03-01,2.24
2022,4,2022-04,Madhya Pradesh,MP,1772,79232,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-04-01,2.24
2022,5,2022-05,Madhya Pradesh,MP,1723,77031,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-05-01,2.24
2022,6,2022-06,Madhya Pradesh,MP,1797,80332,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-06-01,2.24
2022,7,2022-07,Madhya Pradesh,MP,1871,83633,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-07-01,2.24
2022,8,2022-08,Madhya Pradesh,MP,2018,90236,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-08-01,2.24
2022,9,2022-09,Madhya Pradesh,MP,2166,96839,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-09-01,2.24
2022,10,2022-10,Madhya Pradesh,MP,2585,115546,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-10-01,2.24
2022,11,2022-11,Madhya Pradesh,MP,2511,112245,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-11-01,2.24
2022,12,2022-12,Madhya Pradesh,MP,2068,92437,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-12-01,2.24
2023,1,2023-01,Madhya Pradesh,MP,2578,82533,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-01-01,3.12
2023,2,2023-02,Madhya Pradesh,MP,2681,85834,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-02-01,3.12
2023,3,2023-03,Madhya Pradesh,MP,3266,104542,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-03-01,3.12
2023,4,2023-04,Madhya Pradesh,MP,2475,79232,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-04-01,3.12
2023,5,2023-05,Madhya Pradesh,MP,2406,77031,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-05-01,3.12
2023,6,2023-06,Madhya Pradesh,MP,2509,80332,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-06-01,3.12
2023,7,2023-07,Madhya Pradesh,MP,2613,83633,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-07-01,3.12
2023,8,2023-08,Madhya Pradesh,MP,2819,90236,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-08-01,3.12
2023,9,2023-09,Madhya Pradesh,MP,3025,96839,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-09-01,3.12
2023,10,2023-10,Madhya Pradesh,MP,3609,115546,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-10-01,3.12
2023,11,2023-11,Madhya Pradesh,MP,3506,112245,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-11-01,3.12
2023,12,2023-12,Madhya Pradesh,MP,2888,92437,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2023-12-01,3.12
2024,1,2024-01,Madhya Pradesh,MP,3466,82533,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-01-01,4.2
2024,2,2024-02,Madhya Pradesh,MP,3605,85834,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-02-01,4.2
2024,3,2024-03,Madhya Pradesh,MP,4391,104542,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-03-01,4.2
2024,4,2024-04,Madhya Pradesh,MP,3328,79232,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-04-01,4.2
2024,5,2024-05,Madhya Pradesh,MP,3235,77031,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-05-01,4.2
2024,6,2024-06,Madhya Pradesh,MP,3374,80332,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-06-01,4.2
2024,7,2024-07,Madhya Pradesh,MP,3512,83633,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-07-01,4.2
2024,8,2024-08,Madhya Pradesh,MP,3790,90236,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-08-01,4.2
2024,9,2024-09,Madhya Pradesh,MP,4067,96839,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-09-01,4.2
2024,10,2024-10,Madhya Pradesh,MP,4853,115546,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-10-01,4.2
2024,11,2024-11,Madhya Pradesh,MP,4714,112245,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-11-01,4.2
2024,12,2024-12,Madhya Pradesh,MP,3882,92437,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2024-12-01,4.2
2025,1,2025-01,Madhya Pradesh,MP,3374,82533,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-01-01,4.09
2025,2,2025-02,Madhya Pradesh,MP,3508,85834,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-02-01,4.09
2025,3,2025-03,Madhya Pradesh,MP,4273,104542,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-03-01,4.09
2025,4,2025-04,Madhya Pradesh,MP,3239,79232,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-04-01,4.09
2025,5,2025-05,Madhya Pradesh,MP,3149,77031,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-05-01,4.09
2025,6,2025-06,Madhya Pradesh,MP,3284,80332,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-06-01,4.09
2025,7,2025-07,Madhya Pradesh,MP,3418,83633,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-07-01,4.09
2025,8,2025-08,Madhya Pradesh,MP,3688,90236,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-08-01,4.09
2025,9,2025-09,Madhya Pradesh,MP,3958,96839,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-09-01,4.09
2025,10,2025-10,Madhya Pradesh,MP,4723,115546,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-10-01,4.09
2025,11,2025-11,Madhya Pradesh,MP,4588,112245,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-11-01,4.09
2025,12,2025-12,Madhya Pradesh,MP,3778,92437,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2025-12-01,4.09
2020,1,2020-01,Maharashtra,MH,347,157563,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-01-01,0.22
2020,2,2020-02,Maharashtra,MH,361,163866,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-02-01,0.22
2020,3,2020-03,Maharashtra,MH,440,199580,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-03-01,0.22
2020,4,2020-04,Maharashtra,MH,334,151261,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-04-01,0.22
2020,5,2020-05,Maharashtra,MH,324,147059,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-05-01,0.22
2020,6,2020-06,Maharashtra,MH,338,153361,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-06-01,0.22
2020,7,2020-07,Maharashtra,MH,352,159664,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-07-01,0.22
2020,8,2020-08,Maharashtra,MH,380,172269,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-08-01,0.22
2020,9,2020-09,Maharashtra,MH,408,184874,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-09-01,0.22
2020,10,2020-10,Maharashtra,MH,486,220588,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-10-01,0.22
2020,11,2020-11,Maharashtra,MH,472,214286,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-11-01,0.22
2020,12,2020-12,Maharashtra,MH,389,176471,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2020-12-01,0.22
2021,1,2021-01,Maharashtra,MH,1828,157563,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-01-01,1.16
2021,2,2021-02,Maharashtra,MH,1901,163866,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-02-01,1.16
2021,3,2021-03,Maharashtra,MH,2315,199580,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-03-01,1.16
2021,4,2021-04,Maharashtra,MH,1755,151261,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-04-01,1.16
2021,5,2021-05,Maharashtra,MH,1706,147059,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-05-01,1.16
2021,6,2021-06,Maharashtra,MH,1779,153361,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-06-01,1.16
2021,7,2021-07,Maharashtra,MH,1852,159664,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-07-01,1.16
2021,8,2021-08,Maharashtra,MH,1998,172269,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-08-01,1.16
2021,9,2021-09,Maharashtra,MH,2145,184874,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-09-01,1.16
2021,10,2021-10,Maharashtra,MH,2559,220588,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-10-01,1.16
2021,11,2021-11,Maharashtra,MH,2486,214286,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-11-01,1.16
2021,12,2021-12,Maharashtra,MH,2047,176471,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2021-12-01,1.16
2022,1,2022-01,Maharashtra,MH,7846,157563,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-01-01,4.98
2022,2,2022-02,Maharashtra,MH,8160,163866,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-02-01,4.98
2022,3,2022-03,Maharashtra,MH,9938,199580,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-03-01,4.98
2022,4,2022-04,Maharashtra,MH,7532,151261,MoRTH Vahan 4.0 Dashboard (Official Registration Gazette Records),2022-04-01,4.98
